uuid,page,field,gt,pred,levenshtein_distance,doc_conf,entity_conf,corrected
340e9499-3285-41cb-bcd6-aef6e9c504a8,6,Quote_ClassCode.ClassCode,9102,9102,0,0.595198,0.908052,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,6,Quote_ClassCode.ClassCode,42,42,0,0.595198,0.945874,Yes
fecb84f4-37cc-4ce4-ac2b-cb4148b72cac,0,Location.Zip,AI A4 5,,,0.431419,,No
0bb306c3-928c-4249-8faa-eaf6694042a1,0,Quote_BusinessName,"Antennas For Communications Ocala, FL, Inc.","Ocala Division Antennas For Communications 59-3065756 Ocala, FL, Inc.",26,0.544356,0.585116,No
340e9499-3285-41cb-bcd6-aef6e9c504a8,6,Quote_ClassCode.LocationId,i,i,0,0.595198,0.931994,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,6,Quote_ClassCode.LocationId,i,i,0,0.595198,0.963378,Yes
11be704e-5bb9-49fa-8508-d498a5976937,0,Quote_BusinessName,Cowgirl Enterprises LLC,2nd Floor Cowgirl Enterprises LLC,10,0.452013,0.452013,No
15c19c33-79b3-4b04-84f0-0bd290e8727b,0,Quote_BusinessName,"applicantNAME:Nursing Service for Christian Scientists, Inc.","Service for Christian Scientists, Inc.",22,0.558488,0.738312,No
340e9499-3285-41cb-bcd6-aef6e9c504a8,6,Quote_ClassCode.Payroll,58,58,0,0.595198,0.904704,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,6,Quote_ClassCode.Payroll,30,30,0,0.595198,0.945202,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,5,Quote_CompanyWebsite,www.plant-it-earth.com,www.plant-it-earth.com,0,0.595198,0.595198,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,5,Quote_EffectiveDate,6/2/2019,6/2/2019,0,0.595198,1,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,5,Quote_Fein,88020865,88020865,0,0.595198,0.948058,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,5,Quote_LiabilityLimits.EachAccident,1000000,1000000,0,0.595198,0.996155,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,5,Quote_LiabilityLimits.EachEmployee,1000000,1000000,0,0.595198,1,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,5,Quote_LiabilityLimits.PolicyLimit,1000000,1000000,0,0.595198,0.990452,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,5,Quote_MailingAddress.City,Las Vegas,Las Vegas,0,0.595198,0.92367,Yes
1c1144ff-d1bc-4775-9272-c9463d8171c8,0,Quote_BusinessName,NAME:George Vega,,,0.562163,,No
340e9499-3285-41cb-bcd6-aef6e9c504a8,5,Quote_MailingAddress.State,NV,NV,0,0.595198,1,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,5,Quote_MailingAddress.Zip,89139,89139,0,0.595198,1,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,7,Quote_NatureOfBusiness,landscape - 90% maintenance/10% install -15% residential/85% commercial - 5% subbed (tree trimming),landscape - 90% maintenance/10% install -15% residential/85% commercial - 5% subbed (tree trimming),0,0.595198,0.990679,Yes
340e9499-3285-41cb-bcd6-aef6e9c504a8,5,Quote_YearsInBusiness,39,39,0,0.595198,1,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Location.City,"Oakdale,","Oakdale,",0,0.390291,0.985373,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Location.Id,1,1,0,0.390291,1,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Location.Line1,20 Montauk Blvd,20 Montauk Blvd,0,0.390291,0.984721,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Location.State,NY,NY,0,0.390291,1,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Location.Zip,11769,11769,0,0.390291,0.987639,Yes
28816d71-9da4-4753-accf-d02523d03eef,0,Quote_BusinessName,NAME:S L R Plumbing & Sewer,L R Plumbing & Sewer,7,0.656502,0.701324,No
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.ClassCode,8033,8033,0,0.390291,0.950435,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.ClassCode,8809,8809,0,0.390291,0.964456,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.ClassCode,8810,8810,0,0.390291,0.96374,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.ClassCode,7380,7380,0,0.390291,0.955224,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.LocationId,1,1,0,0.390291,0.955579,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.LocationId,1,1,0,0.390291,0.920828,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.LocationId,1,1,0,0.390291,0.897971,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.LocationId,1,1,0,0.390291,0.898841,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.Payroll,12403599,12403599,0,0.390291,0.866764,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.Payroll,183.326,183.326,0,0.390291,0.853262,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.Payroll,3114979,3114979,0,0.390291,0.913363,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,8,Quote_ClassCode.Payroll,117.834,117.834,0,0.390291,0.82845,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_ContactInformation.Email,mgt814@aol.com,mgt814@aol.com,0,0.390291,1,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_ContactInformation.Name,Philip Giunta Or Marianne T,Philip Giunta Or Marianne T,0,0.390291,1,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_ContactInformation.Phone,631-563-8402,631-563-8402,0,0.390291,1,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_EffectiveDate,10/14/19,10/14/19,0,0.390291,1,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_Fein,113603372,113603372,0,0.390291,0.955079,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_LegalEntities.Other,X,X,0,0.390291,0.390291,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_LiabilityLimits.EachAccident,100,100,0,0.390291,0.985708,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_LiabilityLimits.EachEmployee,100,100,0,0.390291,0.991195,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_LiabilityLimits.PolicyLimit,500,500,0,0.390291,0.985519,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_MailingAddress.City,"Oakdale,","Oakdale,",0,0.390291,0.982829,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_MailingAddress.Line1,20 Montauk Blvd.,20 Montauk Blvd.,0,0.390291,0.949196,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_MailingAddress.State,NY,NY,0,0.390291,1,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_MailingAddress.Zip,11769,11769,0,0.390291,0.994735,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,9,Quote_NatureOfBusiness,Retail Supermarkets,Retail Supermarkets,0,0.390291,0.977066,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Location.City,Brooklyn,Brooklyn,0,0.178904,0.970863,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Location.Id,i,i,0,0.178904,1,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Location.Line1,101 Steuben St,101 Steuben St,0,0.178904,0.994352,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Location.State,NY,NY,0,0.178904,1,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Location.Zip,11205,11205,0,0.178904,0.996117,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Quote_BusinessName,CARB-O-LICIOUS INC,CARB-O-LICIOUS INC,0,0.178904,0.983076,Yes
37548d8e-a600-49e0-9050-945752f92cb6,1,Quote_ClassCode.ClassCode,8810,8810,0,0.178904,0.689622,Yes
37548d8e-a600-49e0-9050-945752f92cb6,1,Quote_ClassCode.ClassCode,8809,8809,0,0.178904,0.436304,Yes
37548d8e-a600-49e0-9050-945752f92cb6,1,Quote_ClassCode.ClassCode,2003,2003,0,0.178904,0.450556,Yes
3618fe06-b606-4b79-8f0b-68ac314553a2,7,Quote_BusinessName,applicantNAME:Giunta's Warehouse Inc.,,,0.390291,,No
42205a9c-c00b-4afb-b2bb-38a6c3d17913,0,Quote_BusinessName,YORK ENGINEERING (DBA),"YORK ENGINEERING (DBA) HAN,",5,0.435093,0.77979,No
37548d8e-a600-49e0-9050-945752f92cb6,1,Quote_ClassCode.Payroll,11.9,11.9,0,0.178904,0.608012,Yes
37548d8e-a600-49e0-9050-945752f92cb6,1,Quote_ClassCode.Payroll,36.3,36.3,0,0.178904,0.63389,Yes
37548d8e-a600-49e0-9050-945752f92cb6,1,Quote_ClassCode.Payroll,42,42,0,0.178904,0.60107,Yes
487f4232-0942-47a6-b565-b4f670f7e550,5,Quote_BusinessName,,Decicco Marketplac,,0.490096,0.796921,No
37548d8e-a600-49e0-9050-945752f92cb6,0,Quote_ContactInformation.Name,MR Kaff,MR Kaff,0,0.178904,0.996266,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Quote_ContactInformation.Phone,(347) 623-3850,(347) 623-3850,0,0.178904,0.96861,Yes
78ff97b0-c500-4bb2-b32d-4750cb1f9568,4,Quote_BusinessName,Brothers Painting of South Florida Inc.,Brothers Painting of,19,0.424711,0.790519,No
37548d8e-a600-49e0-9050-945752f92cb6,0,Quote_EffectiveDate,9/1/2019,9/1/2019,0,0.178904,1,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Quote_Fein,273842090,273842090,0,0.178904,0.983247,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Quote_LiabilityLimits.EachAccident,1000000,1000000,0,0.178904,0.996161,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Quote_LiabilityLimits.EachEmployee,1000000,1000000,0,0.178904,1,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Quote_LiabilityLimits.PolicyLimit,1000000,1000000,0,0.178904,0.996136,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Quote_MailingAddress.Line1,101 Steuben St,101 Steuben St,0,0.178904,0.723389,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Quote_MailingAddress.State,NY,NY,0,0.178904,0.689379,Yes
37548d8e-a600-49e0-9050-945752f92cb6,0,Quote_MailingAddress.Zip,11205,11205,0,0.178904,0.713056,Yes
37548d8e-a600-49e0-9050-945752f92cb6,2,Quote_NatureOfBusiness,Bakery,Bakery,0,0.178904,0.853544,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Location.City,"Los Angeles,","Los Angeles,",0,0.521652,0.871452,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Location.Id,1,1,0,0.521652,0.996269,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Location.Line1,902 S. Barrington Ave,902 S. Barrington Ave,0,0.521652,0.986585,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Location.State,CA,CA,0,0.521652,0.981242,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Location.Zip,90049,90049,0,0.521652,0.978478,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_BusinessName,Contempo Floor Coverings Inc,Contempo Floor Coverings Inc,0,0.521652,0.94699,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,1,Quote_ClassCode.ClassCode,5436,5436,0,0.521652,0.650677,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,1,Quote_ClassCode.ClassCode,8042,8042,0,0.521652,0.904691,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,1,Quote_ClassCode.ClassCode,8810,8810,0,0.521652,0.904526,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,1,Quote_ClassCode.ClassCode,9521,9521,0,0.521652,0.620327,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,1,Quote_ClassCode.ClassCode,5348,5348,0,0.521652,0.781541,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,1,Quote_ClassCode.ClassCode,8742,8742,0,0.521652,0.745732,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,1,Quote_ClassCode.Payroll,609.976,609.976,0,0.521652,0.681145,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,1,Quote_ClassCode.Payroll,743.443,743.443,0,0.521652,0.748284,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,1,Quote_ClassCode.Payroll,150.464,150.464,0,0.521652,0.90887,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,1,Quote_ClassCode.Payroll,508.516,508.516,0,0.521652,0.755066,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_ContactInformation.Name,Christy,Christy,0,0.521652,0.98865,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_ContactInformation.Phone,310-826-8063,310-826-8063,0,0.521652,0.974416,Yes
83741ecd-2f19-40e1-a260-0093cf02f658,0,Quote_BusinessName,Sanford-Seminole County Chambe,,,0.457962,,No
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_EffectiveDate,10/21/2019,10/21/2019,0,0.521652,1,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_Fein,95-3072440,95-3072440,0,0.521652,0.962184,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_LegalEntities.Corporation,X,X,0,0.521652,0.957694,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_LiabilityLimits.EachAccident,1000000,1000000,0,0.521652,0.977994,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_LiabilityLimits.EachEmployee,1000000,1000000,0,0.521652,0.992263,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_LiabilityLimits.PolicyLimit,1000000,1000000,0,0.521652,0.989944,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_MailingAddress.City,"Los Angeles,","Los Angeles,",0,0.521652,0.724973,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_MailingAddress.Line1,902 S. Barrington Ave,902 S. Barrington Ave,0,0.521652,0.955539,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_MailingAddress.State,CA,CA,0,0.521652,0.996387,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_MailingAddress.Zip,90049,90049,0,0.521652,0.988438,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,2,Quote_NatureOfBusiness,This organization specializes in Furnishing and installing any flooring materials and window treatments.,This organization specializes in Furnishing and installing any flooring materials and window treatments.,0,0.521652,0.984344,Yes
3951e6fe-aa5d-492c-8c97-414d41d4765e,0,Quote_YearsInBusiness,42,42,0,0.521652,0.992479,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.City,STATEN ISLAND,STATEN ISLAND,0,0.350619,0.350619,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.City,STATEN ISLAND,STATEN ISLAND,0,0.350619,0.424942,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.City,STATEN ISLAND,STATEN ISLAND,0,0.350619,0.909776,Yes
8811dc22-1b49-456d-9c15-2ad8dcbc67ca,0,Quote_BusinessName,FNippi's Pizza Grotto Scripps,FNippi's Pizza Grotto Scripps El,3,0.488163,0.939112,No
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.Id,1,1,0,0.350619,0.956927,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.Id,2,2,0,0.350619,0.834196,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.Id,3,3,0,0.350619,0.984619,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.Line1,803 FOREST AVE STO RE# 11129 FEIN#133759996,803 FOREST AVE STO RE# 11129 FEIN#133759996,0,0.350619,0.898713,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.Line1,1815 FORESTAVE STORE#2503,1815 FORESTAVE STORE#2503,0,0.350619,0.95701,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.Line1,501 BAY ST STORE#11112,501 BAY ST STORE#11112,0,0.350619,0.730532,Yes
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8,7,Quote_BusinessName,Sturgis Motorcycles Inc,Sturgis Motorcycles Inc I Orr .... TfiOF.} 349-9362 ivc rnunu. St. Paul WIN,52,0.402962,0.402962,No
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.State,NY,NY,0,0.350619,1,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.State,NY,NY,0,0.350619,1,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.State,NY,NY,0,0.350619,1,Yes
8e117212-be43-424c-9e02-c8a716762f34,0,Quote_BusinessName,marTun AMOOR,marTun AMOOR office pnon& mmiz mmt- ISAN,28,0.503914,0.601669,No
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.Zip,10310,10310,0,0.350619,1,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.Zip,10304,10304,0,0.350619,1,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Location.Zip,10304,10304,0,0.350619,1,Yes
96aad1b0-b8d0-41d7-bb34-c229a3d13df6,4,Quote_BusinessName,NAME:395 FOOdS InC,FOOdS InC,9,0.547477,0.958487,No
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Quote_BusinessName,"Patrick Marianne Corp., DBA: MCDONALDS","Patrick Marianne Corp., DBA: MCDONALDS",0,0.350619,0.870247,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.ClassCode,9072,9072,0,0.350619,0.940732,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.ClassCode,9072,9072,0,0.350619,0.878008,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.ClassCode,9072,9072,0,0.350619,0.934046,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.ClassCode,9072,9072,0,0.350619,0.930649,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.ClassCode,9072,9072,0,0.350619,0.894947,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.FullTimeEmployees,10,10,0,0.350619,0.95092,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.FullTimeEmployees,10,10,0,0.350619,0.985196,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.FullTimeEmployees,10,10,0,0.350619,0.992499,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.FullTimeEmployees,10,10,0,0.350619,0.992614,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.FullTimeEmployees,10,10,0,0.350619,0.992446,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.LocationId,1,1,0,0.350619,0.81049,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.LocationId,2,2,0,0.350619,0.750836,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.LocationId,3,3,0,0.350619,0.823499,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.LocationId,4,4,0,0.350619,0.845155,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.LocationId,5,5,0,0.350619,0.719712,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.PartTimeEmployees,20,20,0,0.350619,0.869268,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.PartTimeEmployees,25,25,0,0.350619,0.956768,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.PartTimeEmployees,25,25,0,0.350619,0.969629,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.PartTimeEmployees,25,25,0,0.350619,0.975047,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.PartTimeEmployees,25,25,0,0.350619,0.98243,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.Payroll,582.625,582.625,0,0.350619,0.804884,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.Payroll,582.625,582.625,0,0.350619,0.843539,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.Payroll,582.625,582.625,0,0.350619,0.867921,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.Payroll,582.625,582.625,0,0.350619,0.87955,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,1,Quote_ClassCode.Payroll,582.625,582.625,0,0.350619,0.953893,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Quote_EffectiveDate,12/31/2018,12/31/2018,0,0.350619,1,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Quote_Fein,133759996,133759996,0,0.350619,1,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Quote_LiabilityLimits.EachAccident,100,100,0,0.350619,1,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Quote_LiabilityLimits.EachEmployee,100,100,0,0.350619,1,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Quote_LiabilityLimits.PolicyLimit,500,500,0,0.350619,1,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Quote_MailingAddress.City,FAIRFIELD,FAIRFIELD,0,0.350619,1,Yes
bc9d7efb-c322-43a3-bade-462f729cd2a8,12,Quote_BusinessName,EL Rancho Mexican Grill,"EL Rancho Mexican Grill Bloomington,",13,0.479503,0.555757,No
1e2da025-e25e-46ad-957f-c81d579c0d8f,6,Quote_ClassCode.ClassCode,1SS69,,,0.445207,,No
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Quote_MailingAddress.Line1,PO BOX 320073,PO BOX 320073,0,0.350619,0.994326,Yes
37548d8e-a600-49e0-9050-945752f92cb6,1,Quote_ClassCode.ClassCode,8017,,,0.178904,,No
8e117212-be43-424c-9e02-c8a716762f34,1,Quote_ClassCode.ClassCode,5476,,,0.503914,,No
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Quote_MailingAddress.State,CT,CT,0,0.350619,1,Yes
bc9d7efb-c322-43a3-bade-462f729cd2a8,13,Quote_ClassCode.ClassCode,1?,,,0.479503,,No
d354e93f-9a54-4983-a4bb-cc02162f17cf,6,Quote_ClassCode.ClassCode,,8810,,0.464418,0.722439,No
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Quote_MailingAddress.Zip,6825,6825,0,0.350619,1,Yes
dd5a094c-c559-4c2d-8e05-79f34384c7e2,1,Quote_ClassCode.ClassCode,,811111,,0.331421,0.470815,No
0f5a4c23-ec44-4dc1-a6a1-cfc0f0a19e67,0,Quote_ClassCode.FullTimeEmployees,<empty/>,,,0.39693,,No
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,2,Quote_NatureOfBusiness,FAST FOOD - MCDONALDS RESTAURANT -SPILLANE PARKSIDE,FAST FOOD - MCDONALDS RESTAURANT -SPILLANE PARKSIDE,0,0.350619,0.935493,Yes
3a14ba19-49a9-44fd-ae3d-a9b0646a5746,0,Quote_YearsInBusiness,25,25,0,0.350619,1,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.City,"San Diego,","San Diego,",0,0.572903,0.928934,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.City,"Morgan Hill,","Morgan Hill,",0,0.572903,0.965619,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.City,"Truckee,","Truckee,",0,0.572903,0.98249,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.Id,i,i,0,0.572903,1,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.Id,2,2,0,0.572903,0.983274,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.Id,3,3,0,0.572903,1,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.Line1,6480 Weathers Place,6480 Weathers Place,0,0.572903,0.996328,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.Line1,535 Bonnie View Ct.,535 Bonnie View Ct.,0,0.572903,0.932119,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.Line1,11485 Sitzmark Way,11485 Sitzmark Way,0,0.572903,0.990418,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.State,CA,CA,0,0.572903,0.992575,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.State,CA,CA,0,0.572903,1,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.State,CA,CA,0,0.572903,1,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.Zip,92121,92121,0,0.572903,0.994583,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.Zip,95037,95037,0,0.572903,1,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Location.Zip,96161,96161,0,0.572903,1,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,0,Quote_BusinessName,"Leverage Life, Inc. dba Leverage Concierge dba Dock3","Leverage Life, Inc. dba Leverage Concierge dba Dock3",0,0.572903,0.722819,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,1,Quote_ClassCode.ClassCode,8742,8742,0,0.572903,0.987695,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,1,Quote_ClassCode.ClassCode,8810,8810,0,0.572903,0.993807,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,1,Quote_ClassCode.ClassCode,8742,8742,0,0.572903,0.974164,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,1,Quote_ClassCode.ClassCode,8742,8742,0,0.572903,0.972508,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,1,Quote_ClassCode.ClassCode,8810,8810,0,0.572903,0.985804,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,1,Quote_ClassCode.ClassCode,8810,8810,0,0.572903,0.971661,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,1,Quote_ClassCode.ClassCode,8810,8810,0,0.572903,0.974051,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,1,Quote_ClassCode.ClassCode,8742,8742,0,0.572903,0.902322,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,2,Quote_ClassCode.ClassCode,8742,8742,0,0.572903,0.929611,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,3,Quote_ClassCode.ClassCode,8742,8742,0,0.572903,0.91439,Yes
3eb20950-bcc8-4304-adf9-bea64153e296,4,Quote_ClassCode.ClassCode,8810,8810,0,0.572903,0.935095,Yes
