uuid	page	field	gt	pred	levenshtein_distance	doc_conf	entity_conf
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.Id	1	1	0	0.350619	0.956927
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.Id	2	2	0	0.350619	0.834196
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.Id	3	3	0	0.350619	0.984619
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.Line1	803 FOREST AVE STO RE# 11129 FEIN#133759996	803 FOREST AVE STO RE# 11129 FEIN#133759996	0	0.350619	0.898713
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.Line1	1815 FORESTAVE STORE#2503	1815 FORESTAVE STORE#2503	0	0.350619	0.95701
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.Line1	501 BAY ST STORE#11112	501 BAY ST STORE#11112	0	0.350619	0.730532
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Location.Line1		-260 PAGE AVE,		0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.State	NY	NY	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.State	NY	NY	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.State	NY	NY	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Location.State		NY		0.350619	0.99807
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.Zip	10310	10310	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.Zip	10304	10304	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Location.Zip	10304	10304	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Location.Zip		10307		0.350619	0.99807
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Quote_BusinessName	Patrick Marianne Corp., DBA: MCDONALDS	Patrick Marianne Corp., DBA: MCDONALDS	0	0.350619	0.870247
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.ClassCode	9072	9072	0	0.350619	0.940732
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.ClassCode	9072	9072	0	0.350619	0.878008
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.ClassCode	9072	9072	0	0.350619	0.934046
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.ClassCode	9072	9072	0	0.350619	0.930649
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.ClassCode	9072	9072	0	0.350619	0.894947
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.FullTimeEmployees	10	10	0	0.350619	0.95092
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.FullTimeEmployees	10	10	0	0.350619	0.985196
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.FullTimeEmployees	10	10	0	0.350619	0.992499
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.FullTimeEmployees	10	10	0	0.350619	0.992614
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.FullTimeEmployees	10	10	0	0.350619	0.992446
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.LocationId	1	1	0	0.350619	0.81049
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.LocationId	2	2	0	0.350619	0.750836
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.LocationId	3	3	0	0.350619	0.823499
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.LocationId	4	4	0	0.350619	0.845155
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.LocationId	5	5	0	0.350619	0.719712
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.PartTimeEmployees	20	20	0	0.350619	0.869268
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.PartTimeEmployees	25	25	0	0.350619	0.956768
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.PartTimeEmployees	25	25	0	0.350619	0.969629
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.PartTimeEmployees	25	25	0	0.350619	0.975047
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.PartTimeEmployees	25	25	0	0.350619	0.98243
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.Payroll	582,625	582,625	0	0.350619	0.804884
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.Payroll	582,625	582,625	0	0.350619	0.843539
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.Payroll	582,625	582,625	0	0.350619	0.867921
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.Payroll	582,625	582,625	0	0.350619	0.87955
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	1	Quote_ClassCode.Payroll	582,625	582,625	0	0.350619	0.953893
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Quote_EffectiveDate	12/31/2018	12/31/2018	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Quote_Fein	133759996	133759996	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Quote_LiabilityLimits.EachAccident	100,000	100,000	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Quote_LiabilityLimits.EachEmployee	100,000	100,000	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Quote_LiabilityLimits.PolicyLimit	500,000	500,000	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Quote_MailingAddress.City	FAIRFIELD	FAIRFIELD	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Quote_MailingAddress.City		ISLAND		0.350619	0.99228
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Quote_MailingAddress.City		STATEN ISLAND		0.350619	0.797796
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Quote_MailingAddress.Line1	PO BOX 320073	PO BOX 320073	0	0.350619	0.994326
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Quote_MailingAddress.Line1		-1388 HYLAND BLVD,		0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Quote_MailingAddress.Line1		-803 FOREST AVE,		0.350619	0.749524
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Quote_MailingAddress.State	CT	CT	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Quote_MailingAddress.State		NY		0.350619	0.99228
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Quote_MailingAddress.State		NY		0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Quote_MailingAddress.Zip	06825	06825	0	0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Quote_MailingAddress.Zip		10304;		0.350619	0.99228
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Quote_MailingAddress.Zip		10305		0.350619	1.0
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	2	Quote_NatureOfBusiness	FAST FOOD - MCDONALDS RESTAURANT -SPILLANE PARKSIDE	FAST FOOD - MCDONALDS RESTAURANT -SPILLANE PARKSIDE	0	0.350619	0.935493
3a14ba19-49a9-44fd-ae3d-a9b0646a5746	0	Quote_YearsInBusiness	25	25	0	0.350619	1.0
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.City	San Diego,	San Diego,	0	0.572903	0.928934
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.City	Morgan Hill,	Morgan Hill,	0	0.572903	0.965619
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.City	Truckee,	Truckee,	0	0.572903	0.98249
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.Id	i	i	0	0.572903	1.0
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.Id	2	2	0	0.572903	0.983274
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.Id	3	3	0	0.572903	1.0
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.Line1	6480 Weathers Place	6480 Weathers Place	0	0.572903	0.996328
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.Line1	535 Bonnie View Ct.	535 Bonnie View Ct.	0	0.572903	0.932119
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.Line1	11485 Sitzmark Way	11485 Sitzmark Way	0	0.572903	0.990418
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.State	CA	CA	0	0.572903	0.992575
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.State	CA	CA	0	0.572903	1.0
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.State	CA	CA	0	0.572903	1.0
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.Zip	92121	92121	0	0.572903	0.994583
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.Zip	95037	95037	0	0.572903	1.0
3eb20950-bcc8-4304-adf9-bea64153e296	0	Location.Zip	96161	96161	0	0.572903	1.0
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_BusinessName	Leverage Life, Inc. dba Leverage Concierge dba Dock3	Leverage Life, Inc. dba Leverage Concierge dba Dock3	0	0.572903	0.722819
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.ClassCode	8742	8742	0	0.572903	0.987695
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.ClassCode	8810	8810	0	0.572903	0.993807
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.ClassCode	8742	8742	0	0.572903	0.974164
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.ClassCode	8742	8742	0	0.572903	0.972508
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.ClassCode	8810	8810	0	0.572903	0.985804
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.ClassCode	8810	8810	0	0.572903	0.971661
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.ClassCode	8810	8810	0	0.572903	0.974051
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.ClassCode	8742	8742	0	0.572903	0.902322
3eb20950-bcc8-4304-adf9-bea64153e296	2	Quote_ClassCode.ClassCode	8742	8742	0	0.572903	0.929611
3eb20950-bcc8-4304-adf9-bea64153e296	3	Quote_ClassCode.ClassCode	8742	8742	0	0.572903	0.91439
3eb20950-bcc8-4304-adf9-bea64153e296	4	Quote_ClassCode.ClassCode	8810	8810	0	0.572903	0.935095
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.FullTimeEmployees	3	3	0	0.572903	0.975828
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.FullTimeEmployees	15	15	0	0.572903	0.962445
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.FullTimeEmployees	2	2	0	0.572903	0.986405
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.FullTimeEmployees	1	1	0	0.572903	0.962297
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.FullTimeEmployees	1	1	0	0.572903	0.956145
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.FullTimeEmployees	5	5	0	0.572903	0.978297
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.FullTimeEmployees	1	1	0	0.572903	0.927716
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.FullTimeEmployees	i	i	0	0.572903	0.97118
3eb20950-bcc8-4304-adf9-bea64153e296	2	Quote_ClassCode.FullTimeEmployees	i	i	0	0.572903	0.903853
3eb20950-bcc8-4304-adf9-bea64153e296	3	Quote_ClassCode.FullTimeEmployees	i	i	0	0.572903	0.838201
3eb20950-bcc8-4304-adf9-bea64153e296	4	Quote_ClassCode.FullTimeEmployees	i	i	0	0.572903	0.71951
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.LocationId	i	i	0	0.572903	0.993388
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.LocationId	i	i	0	0.572903	0.995751
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.LocationId	2	2	0	0.572903	0.954748
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.LocationId	3	3	0	0.572903	0.945415
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.LocationId	8	8	0	0.572903	0.974748
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.LocationId	9	9	0	0.572903	0.900933
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.LocationId	10	10	0	0.572903	0.936029
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.LocationId	11	11	0	0.572903	0.790512
3eb20950-bcc8-4304-adf9-bea64153e296	2	Quote_ClassCode.LocationId	4	4	0	0.572903	0.935976
3eb20950-bcc8-4304-adf9-bea64153e296	3	Quote_ClassCode.LocationId	5	5	0	0.572903	0.90283
3eb20950-bcc8-4304-adf9-bea64153e296	4	Quote_ClassCode.LocationId	7	7	0	0.572903	0.894165
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.PartTimeEmployees	0	0	0	0.572903	0.982004
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.PartTimeEmployees	i	i	0	0.572903	0.9612
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.PartTimeEmployees	0	0	0	0.572903	0.982557
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.PartTimeEmployees	0	0	0	0.572903	0.974525
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.PartTimeEmployees	0	0	0	0.572903	0.970567
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.PartTimeEmployees	0	0	0	0.572903	0.979641
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.PartTimeEmployees	0	0	0	0.572903	0.950874
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.PartTimeEmployees	0	0	0	0.572903	0.971612
3eb20950-bcc8-4304-adf9-bea64153e296	2	Quote_ClassCode.PartTimeEmployees	0	0	0	0.572903	0.923942
3eb20950-bcc8-4304-adf9-bea64153e296	3	Quote_ClassCode.PartTimeEmployees	0	0	0	0.572903	0.87905
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.Payroll	$165,000.00	$165,000.00	0	0.572903	0.990261
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.Payroll	$600,000.00	$600,000.00	0	0.572903	0.988545
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.Payroll	$80,000.00	$80,000.00	0	0.572903	0.982696
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.Payroll	$196,000.00	$196,000.00	0	0.572903	0.988592
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.Payroll	$44,000.00	$44,000.00	0	0.572903	0.980424
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.Payroll	$260,000.00	$260,000.00	0	0.572903	0.982387
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.Payroll	$32,000.00	$32,000.00	0	0.572903	0.983402
3eb20950-bcc8-4304-adf9-bea64153e296	1	Quote_ClassCode.Payroll	$47,000.00	$47,000.00	0	0.572903	0.968556
3eb20950-bcc8-4304-adf9-bea64153e296	2	Quote_ClassCode.Payroll	$52,000.00	$52,000.00	0	0.572903	0.962416
3eb20950-bcc8-4304-adf9-bea64153e296	3	Quote_ClassCode.Payroll	$55,470.00	$55,470.00	0	0.572903	0.94519
3eb20950-bcc8-4304-adf9-bea64153e296	4	Quote_ClassCode.Payroll	$30,000.00	$30,000.00	0	0.572903	0.941775
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_CompanyWebsite	https://acispecialtybenefits.eom/c	https://acispecialtybenefits.eom/c	0	0.572903	0.707796
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_ContactInformation.Email	blevy@acispecialtybenefits.com	blevy@acispecialtybenefits.com	0	0.572903	0.988384
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_ContactInformation.Name	Bryan Levy	Bryan Levy	0	0.572903	1.0
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_ContactInformation.Phone	(858) 736-0037	(858) 736-0037	0	0.572903	0.998186
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_ContactInformation.Phone		(858) 736-0037		0.572903	0.572903
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_EffectiveDate	10/01/2018	10/01/2018	0	0.572903	1.0
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_Fein	27-0548174	27-0548174	0	0.572903	0.982581
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_LegalEntities.Other	X	X	0	0.572903	0.93883
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_LiabilityLimits.EachAccident	1,000,000	1,000,000	0	0.572903	0.990535
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_LiabilityLimits.EachEmployee	1,000,000	1,000,000	0	0.572903	0.996192
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_LiabilityLimits.PolicyLimit	1,000,000	1,000,000	0	0.572903	0.994295
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_MailingAddress.City	San Diego,	San Diego,	0	0.572903	0.948592
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_MailingAddress.Line1	6480 Weathers Place #300	6480 Weathers Place #300	0	0.572903	0.79203
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_MailingAddress.State	CA	CA	0	0.572903	1.0
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_MailingAddress.Zip	92121	92121	0	0.572903	1.0
3eb20950-bcc8-4304-adf9-bea64153e296	7	Quote_NatureOfBusiness	Service Employer/Employee/Tenant concierge service	Service Employer/Employee/Tenant concierge service	0	0.572903	0.91484
3eb20950-bcc8-4304-adf9-bea64153e296	0	Quote_YearsInBusiness	8	8	0	0.572903	1.0
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Location.City	LOS ANGELES,	LOS ANGELES,	0	0.435093	0.926646
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Location.Id	i	i	0	0.435093	1.0
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Location.Line1	4405 LINCOLN AVE.	4405 LINCOLN AVE.	0	0.435093	1.0
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Location.State	CA	CA	0	0.435093	1.0
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Location.Zip	90041	90041	0	0.435093	0.99053
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_BusinessName	YORK ENGINEERING (DBA)	YORK ENGINEERING (DBA) HAN,	5	0.435093	0.77979
42205a9c-c00b-4afb-b2bb-38a6c3d17913	1	Quote_ClassCode.ClassCode	4498	4498	0	0.435093	0.990958
42205a9c-c00b-4afb-b2bb-38a6c3d17913	1	Quote_ClassCode.ClassCode	8810	8810	0	0.435093	0.931981
42205a9c-c00b-4afb-b2bb-38a6c3d17913	1	Quote_ClassCode.ClassCode	8742	8742	0	0.435093	0.761761
42205a9c-c00b-4afb-b2bb-38a6c3d17913	1	Quote_ClassCode.ClassCode	3099	3099	0	0.435093	0.765594
42205a9c-c00b-4afb-b2bb-38a6c3d17913	1	Quote_ClassCode.FullTimeEmployees	5	5	0	0.435093	0.820176
42205a9c-c00b-4afb-b2bb-38a6c3d17913	1	Quote_ClassCode.LocationId	i	i	0	0.435093	1.0
42205a9c-c00b-4afb-b2bb-38a6c3d17913	1	Quote_ClassCode.LocationId	1	1	0	0.435093	0.768068
42205a9c-c00b-4afb-b2bb-38a6c3d17913	1	Quote_ClassCode.LocationId	i	i	0	0.435093	0.678696
42205a9c-c00b-4afb-b2bb-38a6c3d17913	1	Quote_ClassCode.LocationId	i	i	0	0.435093	0.794376
42205a9c-c00b-4afb-b2bb-38a6c3d17913	1	Quote_ClassCode.Payroll	134,152	134,152	0	0.435093	0.90372
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_ContactInformation.Name	PHILLIP SHIN	PHILLIP SHIN	0	0.435093	1.0
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_ContactInformation.Phone	323-256-0439	323-256-0439	0	0.435093	0.994215
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_EffectiveDate	03/15/19	03/15/19	0	0.435093	1.0
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_Fein	95-3831623	95-3831623	0	0.435093	0.930426
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_LegalEntities.SoleProprietor	X	X	0	0.435093	0.514708
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_LiabilityLimits.EachAccident	1,000,000	1,000,000	0	0.435093	0.978025
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_LiabilityLimits.EachEmployee	1,000,000	1,000,000	0	0.435093	0.994516
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_LiabilityLimits.PolicyLimit	1,000,000	1,000,000	0	0.435093	0.994332
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_MailingAddress.City	LOS ANGELES,,	LOS ANGELES,,	0	0.435093	0.785025
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_MailingAddress.Line1	4405 LINCOLN AVE.	4405 LINCOLN AVE.	0	0.435093	0.947033
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_MailingAddress.State	CA	CA	0	0.435093	0.998255
42205a9c-c00b-4afb-b2bb-38a6c3d17913	0	Quote_MailingAddress.Zip	90041	90041	0	0.435093	0.992547
42205a9c-c00b-4afb-b2bb-38a6c3d17913	2	Quote_NatureOfBusiness	PLASTIC-INJECTION MOULDING MFG. BUSINESS HOURS ARE FROM 8AM TO 6PM.	PLASTIC-INJECTION MOULDING MFG. BUSINESS HOURS ARE FROM 8AM TO 6PM.	0	0.435093	0.887069
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Location.City	Corona,	Corona,	0	0.574712	0.982194
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Location.Id	01	01	0	0.574712	0.992246
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Location.Line1	191 Granite Street Suite B	191 Granite Street Suite B	0	0.574712	0.957044
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Location.State	CA	CA	0	0.574712	0.994329
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Location.Zip	92879	92879	0	0.574712	0.994229
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Quote_BusinessName	W C Hardwood Floors, Inc.	W C Hardwood Floors, Inc.	0	0.574712	0.938597
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.ClassCode	5436	5436	0	0.574712	0.986631
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.ClassCode	8810	8810	0	0.574712	0.968224
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.ClassCode	2842	2842	0	0.574712	0.864804
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.ClassCode	8742	8742	0	0.574712	0.932465
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.FullTimeEmployees	8	8	0	0.574712	0.853096
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.FullTimeEmployees	1	1	0	0.574712	0.629439
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.FullTimeEmployees	4	4	0	0.574712	0.778774
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.FullTimeEmployees	3	3	0	0.574712	0.70088
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.LocationId	01	01	0	0.574712	0.977534
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.LocationId	01	01	0	0.574712	0.920703
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.LocationId	01	01	0	0.574712	0.821212
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.LocationId	01	01	0	0.574712	0.854638
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.Payroll	534,060	534,060	0	0.574712	0.947646
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.Payroll	49,140	49,140	0	0.574712	0.876252
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.Payroll	271,764	271,764	0	0.574712	0.922099
464cec26-f83b-4388-93c2-d41c4f812cb9	4	Quote_ClassCode.Payroll	119,424	119,424	0	0.574712	0.920875
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Quote_EffectiveDate	02/01/19	02/01/19	0	0.574712	0.998045
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Quote_Fein	20-3566226	20-3566226	0	0.574712	0.987617
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Quote_LegalEntities.Corporation	X	X	0	0.574712	0.970128
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Quote_MailingAddress.City	Corona,	Corona,	0	0.574712	0.989757
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Quote_MailingAddress.Line1	191 Granite Street Suite B	191 Granite Street Suite B	0	0.574712	0.574712
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Quote_MailingAddress.State	CA	CA	0	0.574712	1.0
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Quote_MailingAddress.Zip	92879	92879	0	0.574712	0.998003
464cec26-f83b-4388-93c2-d41c4f812cb9	2	Quote_NatureOfBusiness	WC Hardwood Moors: Hardwood flooring contractor Bulldog Coatins LLC: finish hardwood flooring	WC Hardwood Moors: Hardwood flooring contractor Bulldog Coatins LLC: finish hardwood flooring	0	0.574712	0.986595
464cec26-f83b-4388-93c2-d41c4f812cb9	0	Quote_YearsInBusiness	15	15	0	0.574712	0.99207
46fdd4c6-e137-4305-bc63-370d57d26848	0	Location.City	Carrollton,			0.468366	
46fdd4c6-e137-4305-bc63-370d57d26848	0	Location.Id	1	1	0	0.468366	0.986443
46fdd4c6-e137-4305-bc63-370d57d26848	0	Location.Line1	2279 Hwy 227	2279 Hwy 227 Carrollton, KY41008	20	0.468366	0.61671
46fdd4c6-e137-4305-bc63-370d57d26848	0	Location.State	KY41008			0.468366	
46fdd4c6-e137-4305-bc63-370d57d26848	0	Location.Zip	KY41008			0.468366	
46fdd4c6-e137-4305-bc63-370d57d26848	0	Quote_BusinessName	A & A Ventures, LLC	A & A Ventures, LLC	0	0.468366	0.946906
46fdd4c6-e137-4305-bc63-370d57d26848	1	Quote_ClassCode.ClassCode	8380	8380	0	0.468366	0.878147
46fdd4c6-e137-4305-bc63-370d57d26848	1	Quote_ClassCode.FullTimeEmployees	2	2	0	0.468366	0.833075
46fdd4c6-e137-4305-bc63-370d57d26848	1	Quote_ClassCode.LocationId	1	1	0	0.468366	0.84601
